Suburb,Rooms,Type,Price,Method,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,CouncilArea,Regionname,Propertycount
Aberfeldie,4,h,1646000,S,9.1,4,3,2,757,157,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,u,442000,S,9.1,2,1,1,0,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,u,470000,S,9.1,2,1,1,976,71,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,h,760000,SP,9.1,3,1,1,321,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,4,h,1346000,S,9.1,2,2,2,559,204,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,h,1300000,S,9.1,3,1,5,528,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,t,935000,SP,9.1,3,2,2,217,149,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,h,1175000,PI,9.1,,,,,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,u,845000,S,9.1,,,,,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,4,h,3900000,S,9.1,4,4,4,670,375,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,u,1160000,S,9.1,3,2,1,309,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,4,h,1150000,PI,9.1,4,2,2,578,35,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,1,h,1720000,PI,9.1,3,2,1,676,136,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,h,1705000,S,9.1,2,1,2,809,131,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,h,1190000,S,9.1,3,1,1,465,115,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,u,380000,VB,9.1,2,1,1,622,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,h,840000,VB,9.1,2,1,1,373,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,5,h,1740000,S,9.1,3,3,2,839,247,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,h,1860000,S,9.1,3,2,2,311,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,h,1195000,S,9.1,3,2,2,496,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,4,h,1200000,VB,9.1,4,2,2,578,35,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,u,726000,S,9.1,3,1,1,229,111,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,4,h,1325000,PI,9.1,4,2,2,674,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,3,t,1300000,SP,9.1,3,3,1,593,205,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,u,373000,S,9.1,2,1,1,0,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,2,h,670000,SP,9.1,2,1,2,0,103,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,5,h,2400000,S,9.1,3,2,2,1315,,Moonee Valley City Council,Western Metropolitan,1543
Aberfeldie,4,h,1350000,S,9.1,3,2,2,1076,180,Moonee Valley City Council,Western Metropolitan,1543
Bellfield,3,h,773000,S,9.5,3,1,2,626,93,Banyule City Council,Eastern Metropolitan,790
Bellfield,2,h,890000,S,9.5,,,,,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,885000,S,9.5,3,1,1,666,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,770000,S,9.5,3,1,4,762,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,676000,S,9.5,,,,,,Banyule City Council,Eastern Metropolitan,790
Bellfield,2,h,855000,S,9.5,2,1,0,693,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,785000,S,9.5,,,,,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,645000,SP,9.5,3,1,2,631,109,Banyule City Council,Eastern Metropolitan,790
Bellfield,2,h,780000,S,9.5,,,,,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,720000,SP,9.5,3,2,1,231,145,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,h,625000,PI,9.5,3,1,2,609,93,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,u,828000,S,9.5,3,1,0,641,,Banyule City Council,Eastern Metropolitan,790
Bellfield,3,u,676000,S,9.5,3,1,0,605,,Banyule City Council,Eastern Metropolitan,790
Brunswick East,3,h,1310000,S,4.5,3,1,2,456,144,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,856000,S,4.5,4,2,2,136,151,Moreland City Council,Northern Metropolitan,5533
Brunswick East,1,u,410000,S,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,580000,S,4.5,2,1,1,0,65,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,675000,S,4.5,2,2,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1350000,SP,4.5,3,1,2,407,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,940000,S,4.5,3,1,2,213,116,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,930000,PI,4.5,3,2,2,138,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1495000,S,4.5,3,1,1,259,130,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1550000,S,4.5,4,2,2,470,191,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1815000,S,4.5,4,1,1,233,204,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,905500,SP,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1625000,S,4.5,4,2,2,822,145,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,899000,SP,4.5,3,2,1,116,124,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,t,665000,SP,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,435000,S,4.5,2,1,1,197,55,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,570000,PI,4.5,2,2,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1900000,S,4.5,4,2,1,227,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,1080000,S,4.5,2,1,0,193,101,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1280000,S,4.5,4,2,0,161,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,656000,S,4.5,2,1,1,0,79,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,570000,PI,4.5,2,1,2,1188,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1290000,S,4.5,4,2,2,468,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1170000,S,4.5,3,2,0,185,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,1,u,370000,VB,4.5,1,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,510000,S,4.5,2,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1574000,S,4.5,3,3,2,336,207,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,665000,S,4.5,2,1,1,0,96,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,590000,VB,4.5,2,2,1,0,71,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,1024000,S,4.5,2,1,1,148,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,800000,VB,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1125000,S,4.5,3,1,2,369,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,430000,SP,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,4,h,1900000,S,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,390000,PI,4.5,2,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,800000,VB,4.5,3,3,2,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1679000,S,4.5,3,2,0,326,118,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,1050000,PI,4.5,3,3,2,87,151,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,461000,SP,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,957000,S,4.5,2,1,1,148,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,825000,PI,4.5,3,1,1,213,116,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,621000,S,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,940000,SP,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,998000,S,4.5,3,1,2,104,118,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,1010000,S,4.5,3,2,1,0,133,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,t,985000,S,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,910000,S,4.5,2,1,1,231,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,1,u,330000,VB,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1050000,S,4.5,3,1,1,279,122,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,440000,PI,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,445000,S,4.5,2,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,h,970000,S,4.5,1,1,1,213,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1600000,S,4.5,3,1,2,812,113,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1325000,PI,4.5,3,2,2,190,135,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,480000,PI,4.5,2,2,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,400000,SP,4.5,2,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,u,570000,S,4.5,2,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,t,771000,SP,4.5,2,2,2,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,1,u,290000,VB,4.5,,,,,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,h,1335000,S,4.5,3,1,2,308,113,Moreland City Council,Northern Metropolitan,5533
Brunswick East,2,u,420000,PI,4.5,2,1,1,0,,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,805000,S,4.5,2,1,1,0,114,Moreland City Council,Northern Metropolitan,5533
Brunswick East,3,t,892000,S,4.5,3,2,1,0,,Moreland City Council,Northern Metropolitan,5533
Burnley,2,h,1005000,SP,3.5,2,1,0,0,,Yarra City Council,Northern Metropolitan,438
Burnley,2,h,1231010,SP,3.5,2,1,2,225,119,Yarra City Council,Northern Metropolitan,438
Burnley,2,h,881000,SP,3.5,2,1,1,172,94,Yarra City Council,Northern Metropolitan,438
Burnley,2,h,1202500,S,3.5,2,1,1,149,77,Yarra City Council,Northern Metropolitan,438
Burnley,3,h,1435000,S,3.5,3,1,0,182,102,Yarra City Council,Northern Metropolitan,438
Campbellfield,3,h,368000,SP,14.5,3,1,2,600,,Hume City Council,Northern Metropolitan,1889
Campbellfield,3,h,415000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,1889
Campbellfield,3,h,455000,S,14.5,3,1,1,766,,Hume City Council,Northern Metropolitan,1889
Campbellfield,3,h,520000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,1889
Campbellfield,3,h,500000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,1889
Campbellfield,3,h,435000,S,14.5,,,,,,Hume City Council,Northern Metropolitan,1889
Carlton,3,u,735000,SP,1.8,3,1,2,3455,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,1460000,S,1.8,2,1,0,99,,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,u,860000,PI,1.8,2,2,1,0,109,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,h,1662000,S,1.8,3,1,0,118,,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,h,1590000,SP,1.8,2,2,2,100,106,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,610250,S,1.8,2,1,1,0,72,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,720000,PI,1.8,2,1,1,117,71,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,840000,SP,1.8,2,1,0,66,81,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,795000,S,1.8,2,2,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,705000,S,1.8,2,1,1,0,70,Melbourne City Council,Northern Metropolitan,6786
Carlton,1,u,435000,S,1.8,1,1,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,660000,S,1.8,,,,,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,t,872000,S,1.8,,,,,,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,1630100,S,1.8,4,2,0,132,195,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,480000,VB,1.8,2,1,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,1600000,PI,1.8,4,2,1,635,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,500000,S,1.8,2,2,1,0,65,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,h,920000,SP,1.8,3,1,0,121,,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,h,1600000,SP,1.8,2,3,1,0,192,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,1010000,S,1.8,2,1,0,101,60,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,u,875000,S,1.8,3,1,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,1170000,S,1.8,2,1,1,144,81,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,1260000,PI,1.8,4,1,2,151,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,600000,PI,1.8,2,2,1,0,67,Melbourne City Council,Northern Metropolitan,6786
Carlton,1,u,310000,PI,1.8,1,1,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,h,1550000,VB,1.8,2,3,1,0,192,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,2033000,S,1.8,2,2,2,123,,Melbourne City Council,Northern Metropolitan,6786
Carlton,3,u,1110000,S,1.8,3,2,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,2705000,S,1.8,4,2,2,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,1616000,S,1.8,4,1,0,152,139,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,585000,S,1.8,2,1,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,1162000,S,1.8,4,1,0,121,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,589000,S,1.8,2,1,1,0,63,Melbourne City Council,Northern Metropolitan,6786
Carlton,4,h,2345000,S,1.8,4,1,1,284,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,1117000,S,1.8,2,1,0,128,92,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,400000,VB,1.8,,,,,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,u,600000,VB,1.8,2,1,1,0,,Melbourne City Council,Northern Metropolitan,6786
Carlton,2,h,957000,S,1.8,2,1,1,122,,Melbourne City Council,Northern Metropolitan,6786
East Melbourne,2,h,4525000,S,1.5,2,2,1,220,279,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,3,h,3520000,S,1.5,2,2,3,364,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,740000,SP,1.5,2,0,0,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,1,u,1015000,S,1.5,1,1,1,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,1400000,S,1.5,2,2,1,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,3,h,1450000,SP,1.5,,,,,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,1935000,SP,1.5,2,2,2,0,150,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,4,h,1475000,S,1.5,2,1,1,179,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,1,u,615000,SP,1.5,,,,,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,700000,PI,1.5,2,2,1,0,65,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,3,u,1155000,SA,1.5,,,,,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,1,u,565000,SP,1.5,1,1,0,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,900000,SP,1.5,2,1,1,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,1,u,630000,SP,1.5,1,1,1,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,1,u,750000,SP,1.5,2,1,0,0,46,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,872000,S,1.5,0,0,0,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,2,u,765000,SP,1.5,2,1,1,0,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,1,u,425000,S,1.5,,,,,,Melbourne City Council,Northern Metropolitan,3040
East Melbourne,3,h,1560000,S,1.5,,,,,,Melbourne City Council,Northern Metropolitan,3040
Essendon West,3,h,810000,PI,9.8,3,1,2,613,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,4,h,1422000,S,9.8,4,2,2,505,335,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,1245000,S,9.8,3,1,1,64,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,4,t,1120000,SP,9.8,,,,,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,2,h,1430000,S,9.8,2,1,1,711,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,4,h,1345000,S,9.8,4,2,2,740,201,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,t,800000,VB,9.8,3,3,2,242,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,787500,S,9.8,3,1,1,556,105,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,685000,S,9.8,3,1,2,293,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,4,t,652500,S,9.8,4,2,1,179,160,Moonee Valley City Council,Western Metropolitan,588
Essendon West,5,h,1300000,S,9.8,5,2,2,616,184,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,925000,S,9.8,3,2,2,544,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,t,730000,VB,9.8,3,2,2,0,118,Moonee Valley City Council,Western Metropolitan,588
Essendon West,2,u,520000,VB,9.8,3,1,2,196,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,7,h,1300000,PI,9.8,5,2,2,614,316,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,810000,SP,9.8,3,1,2,368,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,2,t,638500,S,9.8,,,,,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,t,970000,PI,9.8,3,2,2,356,223,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,1110000,S,9.8,3,2,2,470,,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,1115000,S,9.8,3,1,1,688,192,Moonee Valley City Council,Western Metropolitan,588
Essendon West,3,h,820000,VB,9.8,3,1,2,473,,Moonee Valley City Council,Western Metropolitan,588
Fawkner,3,h,670000,S,12.4,3,1,3,587,136,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,645000,SP,12.4,3,1,4,661,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,687000,S,12.4,3,1,0,684,,Hume City Council,Northern Metropolitan,5070
Fawkner,2,u,333000,SP,12.4,2,1,1,97,79,Hume City Council,Northern Metropolitan,5070
Fawkner,3,t,455000,S,12.4,3,2,1,738,138,Hume City Council,Northern Metropolitan,5070
Fawkner,2,h,378000,S,12.4,2,1,1,215,100,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,585000,S,12.4,0,1,1,605,103,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,585000,S,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,662000,SP,12.4,4,2,2,620,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,615000,S,12.4,3,1,2,650,112,Hume City Council,Northern Metropolitan,5070
Fawkner,3,t,500000,VB,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,650000,SP,12.4,3,1,1,589,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,665000,S,12.4,3,1,1,726,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,640000,SP,12.4,3,1,4,592,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,526000,S,12.4,3,1,1,404,101,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,540000,S,12.4,3,1,1,614,94,Hume City Council,Northern Metropolitan,5070
Fawkner,4,h,540000,VB,12.4,4,2,3,254,164,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,625000,S,12.4,3,1,2,585,88,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,681000,S,12.4,3,2,4,587,153,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,690000,PI,12.4,3,2,2,576,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,640000,SP,12.4,3,1,2,720,97,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,660000,S,12.4,3,1,2,622,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,h,783000,S,12.4,3,2,1,603,115,Hume City Council,Northern Metropolitan,5070
Fawkner,4,h,635000,S,12.4,4,2,2,567,116,Hume City Council,Northern Metropolitan,5070
Fawkner,3,t,550000,VB,12.4,,,,,,Hume City Council,Northern Metropolitan,5070
Fawkner,3,t,553500,S,12.4,3,2,1,280,,Hume City Council,Northern Metropolitan,5070
